order_id,distance_km,prep_time_min,items_count,weather,traffic_level,time_of_day,vehicle_type,rider_experience_yrs,delivery_time_min
ORD_003528,2.05,20,2,Rainy,Medium,Evening Peak,Motorcycle,1.4,32.5
ORD_003529,3.79,25,2,Foggy,Low,Evening Peak,Motorcycle,3.2,37.9
ORD_003530,7.47,20,6,Clear,Low,Morning,Motorcycle,4.6,37.4
ORD_003531,4.45,20,2,Clear,Low,Evening Peak,Electric Bike,4.9,30.4
ORD_003532,1.28,15,4,Clear,Jam,Evening Peak,Electric Bike,4.5,23.2
ORD_003533,4.41,15,3,Foggy,Low,Morning,Motorcycle,3.2,26.8
ORD_003534,4.6,15,2,Clear,High,Evening Peak,Electric Bike,2.0,36.8
ORD_003535,4.65,20,1,Heavy Storm,High,Late Night,Motorcycle,2.9,50.8
ORD_003536,9.24,15,2,Clear,Medium,Afternoon,Motorcycle,0.6,39.6
ORD_003537,8.39,10,2,Clear,High,Morning,Motorcycle,3.8,35.6
ORD_003538,5.35,10,2,Windy,Medium,Evening Peak,Electric Bike,0.9,36.4
ORD_003539,14.45,30,3,Foggy,Medium,Afternoon,Motorcycle,1.3,73.5
ORD_003540,3.79,10,2,Clear,Jam,Evening Peak,Motorcycle,3.9,24.8
ORD_003541,4.77,10,3,Clear,Low,Evening Peak,Electric Bike,0.6,24.5
ORD_003542,5.06,15,3,Clear,Medium,Evening Peak,Electric Bike,3.7,29.6
ORD_003543,2.15,15,3,Windy,Low,Afternoon,Motorcycle,4.0,26.2
ORD_003544,5.12,15,3,Foggy,Medium,Late Night,Motorcycle,4.8,32.9
ORD_003545,1.94,10,4,Clear,High,Morning,Motorcycle,0.9,17.0
ORD_003546,3.46,10,2,Clear,Jam,Morning,Motorcycle,0.5,28.5
ORD_003547,5.49,25,4,Clear,Low,Evening Peak,Motorcycle,4.7,37.1
ORD_003548,2.34,25,3,Clear,Low,Morning,Scooter,2.1,31.2
ORD_003549,6.18,10,3,Windy,Low,Evening Peak,Scooter,5.4,26.6
ORD_003550,3.15,20,1,Windy,Jam,Evening Peak,Motorcycle,1.5,38.2
ORD_003551,4.14,20,4,Clear,Medium,Afternoon,Electric Bike,3.7,35.4
ORD_003552,6.79,20,3,Clear,Medium,Afternoon,Scooter,1.1,46.2
ORD_003553,4.9,15,1,Clear,High,Evening Peak,Electric Bike,2.7,35.0
ORD_003554,6.1,15,1,Windy,Low,Afternoon,Motorcycle,5.4,28.2
ORD_003555,6.56,20,2,Clear,Medium,Morning,Electric Bike,3.8,44.9
ORD_003556,4.85,15,2,Clear,Low,Evening Peak,Electric Bike,4.3,27.9
ORD_003557,6.3,15,2,Clear,Jam,Evening Peak,Electric Bike,1.7,58.6
ORD_003558,3.42,15,1,Clear,Medium,Afternoon,Scooter,5.6,25.7
ORD_003559,6.75,25,2,Rainy,Medium,Morning,Scooter,3.9,54.5
ORD_003560,4.49,15,6,Clear,Medium,Afternoon,Scooter,1.1,32.0
ORD_003561,10.21,15,3,Windy,Low,Evening Peak,Electric Bike,0.6,50.0
ORD_003562,5.55,25,2,Rainy,High,Morning,Motorcycle,0.6,54.9
ORD_003563,3.71,25,2,Clear,Medium,Afternoon,Motorcycle,0.8,34.1
ORD_003564,6.81,15,3,Clear,Low,Late Night,Motorcycle,5.5,30.3
ORD_003565,10.46,15,3,Clear,Medium,Afternoon,Motorcycle,2.5,47.2
ORD_003566,3.9,20,1,Rainy,Jam,Morning,Electric Bike,2.1,48.6
ORD_003567,3.53,10,2,Heavy Storm,High,Afternoon,Electric Bike,2.8,35.5
ORD_003568,1.09,20,3,Foggy,Jam,Morning,Motorcycle,2.8,27.5
ORD_003569,5.54,25,2,Windy,Jam,Morning,Motorcycle,1.8,50.6
ORD_003570,4.24,15,2,Rainy,High,Morning,Motorcycle,1.0,36.1
ORD_003571,6.8,15,1,Rainy,Medium,Afternoon,Scooter,1.1,43.5
ORD_003572,6.88,10,1,Rainy,High,Morning,Motorcycle,3.8,37.6
ORD_003573,2.2,20,3,Clear,Medium,Morning,Scooter,2.7,27.8
ORD_003574,8.37,15,3,Clear,Medium,Evening Peak,Motorcycle,5.5,33.0
ORD_003575,3.25,15,2,Foggy,High,Afternoon,Motorcycle,3.1,35.2
ORD_003576,3.91,15,4,Clear,Low,Evening Peak,Motorcycle,3.3,25.1
ORD_003577,6.2,15,3,Foggy,Medium,Afternoon,Motorcycle,5.6,35.0
ORD_003578,2.64,20,2,Clear,Jam,Late Night,Scooter,3.3,32.1
ORD_003579,3.55,15,2,Windy,High,Evening Peak,Scooter,3.3,26.0
ORD_003580,2.5,20,2,Rainy,Low,Late Night,Scooter,2.5,31.8
ORD_003581,8.78,15,1,Clear,Low,Evening Peak,Motorcycle,4.4,29.6
ORD_003582,4.11,15,1,Foggy,Medium,Evening Peak,Motorcycle,2.7,25.4
ORD_003583,2.37,25,4,Clear,High,Evening Peak,Motorcycle,3.7,32.4
ORD_003584,2.46,20,6,Windy,High,Evening Peak,Electric Bike,3.0,35.2
ORD_003585,7.98,25,3,Clear,Medium,Evening Peak,Motorcycle,3.4,44.8
ORD_003586,3.08,10,1,Clear,Medium,Afternoon,Motorcycle,5.0,16.6
ORD_003587,3.86,15,3,Rainy,High,Morning,Scooter,2.8,38.0
ORD_003588,5.24,20,3,Clear,Jam,Evening Peak,Scooter,1.8,48.5
ORD_003589,4.27,25,2,Windy,Medium,Morning,Scooter,3.6,39.3
ORD_003590,1.67,25,2,Clear,Low,Evening Peak,Motorcycle,5.7,24.8
ORD_003591,7.21,25,1,Windy,Medium,Late Night,Electric Bike,4.3,48.9
ORD_003592,4.45,10,2,Heavy Storm,Low,Morning,Electric Bike,2.2,36.4
ORD_003593,6.06,25,2,Clear,Medium,Evening Peak,Scooter,5.8,43.6
ORD_003594,7.51,25,2,Clear,Low,Late Night,Motorcycle,2.4,39.9
ORD_003595,1.49,10,6,Foggy,Medium,Evening Peak,Scooter,5.9,19.3
ORD_003596,7.55,15,3,Clear,Medium,Evening Peak,Motorcycle,1.6,34.8
ORD_003597,17.43,20,4,Clear,Medium,Afternoon,Motorcycle,6.0,65.5
ORD_003598,6.43,15,1,Clear,High,Afternoon,Motorcycle,0.9,36.6
ORD_003599,10.3,20,2,Clear,Medium,Evening Peak,Motorcycle,4.4,45.7
ORD_003600,8.61,25,5,Windy,Low,Late Night,Scooter,4.6,44.7
ORD_003601,7.39,25,2,Rainy,Medium,Late Night,Scooter,4.2,49.5
ORD_003602,8.78,30,4,Windy,Jam,Evening Peak,Motorcycle,4.8,73.3
ORD_003603,9.63,15,3,Rainy,High,Evening Peak,Scooter,3.1,55.4
ORD_003604,9.84,15,1,Windy,Medium,Evening Peak,Motorcycle,0.8,43.2
ORD_003605,2.46,20,1,Foggy,Low,Afternoon,Motorcycle,2.5,27.7
ORD_003606,9.09,15,3,Heavy Storm,Medium,Evening Peak,Scooter,4.0,54.6
ORD_003607,4.42,10,5,Clear,High,Evening Peak,Motorcycle,4.1,26.4
ORD_003608,10.04,20,3,Clear,Jam,Morning,Motorcycle,1.6,68.5
ORD_003609,6.75,15,3,Clear,Medium,Late Night,Motorcycle,1.9,35.5
ORD_003610,2.44,10,3,Clear,High,Afternoon,Motorcycle,3.2,20.6
ORD_003611,10.83,10,1,Clear,High,Evening Peak,Motorcycle,4.5,45.7
ORD_003612,3.26,30,4,Windy,Low,Late Night,Motorcycle,5.2,38.4
ORD_003613,4.29,15,3,Clear,High,Morning,Motorcycle,1.0,33.6
ORD_003614,12.27,15,2,Clear,Low,Morning,Motorcycle,5.6,42.5
ORD_003615,5.57,30,2,Clear,Medium,Afternoon,Electric Bike,5.6,46.3
ORD_003616,4.19,15,2,Clear,High,Morning,Electric Bike,0.5,39.3
ORD_003617,4.92,10,3,Clear,Jam,Late Night,Motorcycle,3.3,33.7
ORD_003618,4.14,20,6,Clear,Medium,Evening Peak,Electric Bike,3.7,40.9
ORD_003619,7.97,10,4,Clear,Medium,Evening Peak,Motorcycle,3.5,35.9
ORD_003620,4.21,10,2,Clear,Medium,Evening Peak,Motorcycle,3.9,21.2
ORD_003621,5.01,25,2,Rainy,Medium,Afternoon,Motorcycle,3.3,45.4
ORD_003622,7.07,15,2,Windy,High,Evening Peak,Motorcycle,2.1,41.4
ORD_003623,6.63,20,3,Clear,High,Morning,Scooter,1.0,45.7
ORD_003624,3.41,20,2,Foggy,Jam,Morning,Scooter,1.6,39.8
ORD_003625,8.02,15,1,Heavy Storm,High,Afternoon,Electric Bike,4.6,66.0
ORD_003626,3.78,20,1,Clear,Medium,Late Night,Scooter,1.8,33.8
ORD_003627,2.77,10,3,Clear,Medium,Afternoon,Motorcycle,5.1,19.0
ORD_003628,1.75,15,4,Heavy Storm,Medium,Evening Peak,Motorcycle,2.7,32.5
ORD_003629,4.63,20,2,Clear,High,Late Night,Motorcycle,2.8,31.8
ORD_003630,1.95,15,2,Clear,Low,Afternoon,Motorcycle,5.3,17.5
ORD_003631,3.14,20,2,Clear,Medium,Evening Peak,Motorcycle,1.7,26.9
ORD_003632,5.09,10,3,Clear,Low,Morning,Scooter,1.5,22.9
ORD_003633,9.51,15,1,Clear,Medium,Evening Peak,Motorcycle,5.9,37.8
ORD_003634,4.36,20,4,Clear,Low,Morning,Scooter,3.5,31.4
ORD_003635,2.18,15,8,Clear,Medium,Afternoon,Scooter,1.5,25.0
ORD_003636,4.82,25,2,Rainy,Medium,Afternoon,Motorcycle,1.4,47.3
ORD_003637,9.3,20,4,Foggy,Medium,Afternoon,Motorcycle,5.2,52.0
ORD_003638,4.3,30,2,Rainy,Medium,Afternoon,Motorcycle,3.8,51.1
ORD_003639,10.43,15,1,Clear,Medium,Afternoon,Electric Bike,1.1,54.2
ORD_003640,5.07,30,2,Clear,Medium,Late Night,Scooter,5.4,45.4
ORD_003641,7.57,20,1,Clear,High,Evening Peak,Electric Bike,2.9,55.8
ORD_003642,5.81,20,1,Clear,Low,Late Night,Motorcycle,5.9,29.9
ORD_003643,10.14,30,3,Clear,Medium,Morning,Motorcycle,2.0,56.8
ORD_003644,15.0,20,1,Clear,Low,Evening Peak,Motorcycle,3.4,53.4
ORD_003645,3.89,25,2,Clear,Low,Afternoon,Motorcycle,1.5,33.9
ORD_003646,5.62,20,2,Clear,Low,Late Night,Motorcycle,2.9,30.3
ORD_003647,9.51,20,5,Rainy,Low,Evening Peak,Electric Bike,1.5,60.5
ORD_003648,5.92,15,3,Clear,Medium,Evening Peak,Scooter,2.2,32.6
ORD_003649,1.71,10,1,Windy,Medium,Late Night,Scooter,2.0,15.1
ORD_003650,4.34,20,2,Rainy,High,Afternoon,Motorcycle,2.1,41.0
ORD_003651,5.9,35,1,Clear,Medium,Evening Peak,Scooter,5.8,51.8
ORD_003652,11.72,25,3,Rainy,Medium,Evening Peak,Motorcycle,0.7,64.7
ORD_003653,5.45,20,1,Foggy,Low,Evening Peak,Electric Bike,3.2,40.6
ORD_003654,3.02,20,2,Clear,Medium,Afternoon,Motorcycle,4.0,23.3
ORD_003655,5.98,15,1,Rainy,High,Afternoon,Motorcycle,4.1,38.4
ORD_003656,11.06,15,3,Foggy,Medium,Afternoon,Electric Bike,4.7,59.7
ORD_003657,3.55,15,2,Clear,Medium,Late Night,Motorcycle,4.7,23.5
ORD_003658,3.81,10,2,Rainy,Medium,Late Night,Motorcycle,5.8,24.2
ORD_003659,3.58,20,3,Clear,Medium,Evening Peak,Scooter,4.7,30.9
ORD_003660,2.34,25,3,Foggy,Medium,Evening Peak,Motorcycle,5.0,37.8
ORD_003661,5.31,15,1,Windy,Low,Afternoon,Motorcycle,3.4,25.4
ORD_003662,4.96,10,1,Clear,High,Morning,Scooter,4.1,29.5
ORD_003663,1.81,15,1,Windy,Low,Evening Peak,Motorcycle,3.1,19.0
ORD_003664,3.16,15,2,Windy,Low,Evening Peak,Motorcycle,2.0,27.2
ORD_003665,5.71,15,1,Foggy,High,Afternoon,Scooter,2.2,41.3
ORD_003666,7.47,15,2,Rainy,Medium,Late Night,Scooter,2.5,42.9
ORD_003667,8.63,15,1,Windy,Low,Afternoon,Motorcycle,2.4,35.9
ORD_003668,7.81,30,1,Heavy Storm,Medium,Evening Peak,Electric Bike,3.4,68.9
ORD_003669,5.13,15,2,Foggy,Medium,Morning,Scooter,1.9,32.3
ORD_003670,2.13,25,2,Rainy,Medium,Afternoon,Motorcycle,3.3,36.0
ORD_003671,4.5,20,2,Clear,High,Evening Peak,Electric Bike,5.5,39.3
ORD_003672,1.23,15,1,Clear,Medium,Afternoon,Motorcycle,2.7,14.9
ORD_003673,5.73,25,1,Clear,Medium,Late Night,Electric Bike,1.7,41.6
ORD_003674,3.48,20,1,Clear,Jam,Evening Peak,Electric Bike,2.4,40.3
ORD_003675,1.47,10,3,Heavy Storm,Low,Evening Peak,Motorcycle,5.3,25.2
ORD_003676,6.33,10,3,Clear,Low,Evening Peak,Scooter,5.7,20.5
ORD_003677,10.99,25,4,Clear,Low,Afternoon,Scooter,5.4,50.0
ORD_003678,1.96,15,5,Clear,Low,Evening Peak,Scooter,2.1,23.4
ORD_003679,6.62,15,3,Foggy,Medium,Morning,Electric Bike,2.6,42.3
ORD_003680,4.08,10,1,Clear,High,Afternoon,Scooter,5.9,22.4
ORD_003681,3.25,15,1,Clear,High,Late Night,Scooter,2.3,25.7
ORD_003682,3.26,25,3,Clear,High,Morning,Motorcycle,1.3,35.9
ORD_003683,4.07,25,4,Clear,Medium,Afternoon,Electric Bike,2.1,36.4
ORD_003684,4.07,20,3,Clear,Medium,Late Night,Scooter,5.8,33.2
ORD_003685,5.01,15,2,Foggy,Medium,Late Night,Motorcycle,2.8,33.0
ORD_003686,3.08,30,1,Clear,High,Afternoon,Scooter,5.6,36.8
ORD_003687,3.45,20,3,Heavy Storm,Medium,Evening Peak,Motorcycle,1.1,47.8
ORD_003688,6.97,25,2,Clear,High,Evening Peak,Motorcycle,4.7,48.0
ORD_003689,2.92,10,2,Clear,Medium,Evening Peak,Electric Bike,1.0,19.9
ORD_003690,5.94,15,2,Foggy,Low,Evening Peak,Electric Bike,1.6,39.8
ORD_003691,4.2,25,4,Clear,Medium,Evening Peak,Scooter,3.9,36.9
ORD_003692,3.72,15,3,Clear,Medium,Morning,Scooter,2.9,24.3
ORD_003693,12.98,20,3,Clear,Jam,Evening Peak,Motorcycle,4.2,77.9
ORD_003694,2.37,20,2,Foggy,Low,Afternoon,Motorcycle,5.9,26.9
ORD_003695,11.41,15,2,Clear,Medium,Evening Peak,Motorcycle,0.8,46.7
ORD_003696,8.08,25,8,Rainy,Low,Evening Peak,Motorcycle,1.6,53.1
ORD_003697,3.53,10,2,Clear,High,Late Night,Motorcycle,4.0,22.1
ORD_003698,8.21,20,2,Clear,Medium,Late Night,Motorcycle,5.4,37.2
ORD_003699,1.05,35,3,Rainy,High,Late Night,Electric Bike,4.9,45.1
ORD_003700,3.34,30,3,Foggy,High,Evening Peak,Scooter,3.1,46.9
ORD_003701,2.94,25,2,Foggy,Medium,Evening Peak,Scooter,4.6,35.2
ORD_003702,6.37,20,3,Rainy,Jam,Morning,Motorcycle,1.6,58.2
ORD_003703,7.55,20,4,Clear,Medium,Morning,Scooter,0.6,46.9
ORD_003704,6.31,20,4,Foggy,Jam,Afternoon,Motorcycle,3.6,53.8
ORD_003705,5.51,10,1,Clear,Low,Evening Peak,Motorcycle,5.0,17.4
ORD_003706,8.51,10,3,Clear,High,Evening Peak,Electric Bike,2.9,46.9
ORD_003707,7.85,20,2,Clear,Medium,Afternoon,Electric Bike,3.6,48.4
ORD_003708,3.48,10,1,Rainy,High,Morning,Scooter,2.8,28.7
ORD_003709,3.71,30,4,Foggy,Jam,Evening Peak,Motorcycle,3.3,55.1
ORD_003710,7.6,15,2,Clear,Jam,Late Night,Electric Bike,5.4,60.3
ORD_003711,4.98,15,4,Clear,Medium,Morning,Scooter,3.1,31.2
ORD_003712,5.18,15,3,Clear,Medium,Evening Peak,Scooter,0.5,32.0
ORD_003713,5.57,25,2,Clear,Medium,Morning,Scooter,4.9,38.0
ORD_003714,1.75,30,3,Windy,High,Afternoon,Electric Bike,3.9,39.7
ORD_003715,3.39,10,6,Clear,Medium,Late Night,Motorcycle,4.5,23.3
ORD_003716,6.68,25,3,Windy,High,Morning,Motorcycle,5.5,46.2
ORD_003717,3.38,20,4,Rainy,Low,Morning,Scooter,2.1,37.8
ORD_003718,4.47,20,4,Clear,Medium,Morning,Motorcycle,3.3,35.4
ORD_003719,6.66,25,2,Rainy,Medium,Evening Peak,Motorcycle,3.8,48.0
ORD_003720,8.78,15,1,Clear,Low,Morning,Electric Bike,2.4,40.4
ORD_003721,9.37,20,6,Clear,Low,Afternoon,Electric Bike,5.2,48.7
ORD_003722,9.67,15,4,Clear,Medium,Late Night,Motorcycle,4.3,46.3
ORD_003723,4.72,10,3,Clear,Low,Morning,Electric Bike,4.5,24.0
ORD_003724,4.44,10,5,Heavy Storm,High,Late Night,Scooter,4.9,40.8
ORD_003725,2.53,10,3,Clear,Jam,Morning,Scooter,1.9,23.9
ORD_003726,11.02,20,3,Windy,Low,Morning,Motorcycle,4.6,47.1
ORD_003727,4.33,10,3,Windy,High,Evening Peak,Motorcycle,4.8,25.3
ORD_003728,10.88,20,4,Clear,Medium,Afternoon,Motorcycle,5.1,48.9
ORD_003729,6.03,20,2,Clear,Medium,Morning,Scooter,3.2,35.3
ORD_003730,9.01,30,2,Clear,High,Evening Peak,Motorcycle,3.3,54.4
ORD_003731,4.9,20,1,Clear,High,Afternoon,Motorcycle,1.0,33.5
ORD_003732,7.03,35,4,Heavy Storm,Jam,Late Night,Scooter,5.2,86.3
ORD_003733,9.18,10,2,Windy,High,Afternoon,Motorcycle,3.4,41.1
ORD_003734,3.82,20,2,Heavy Storm,High,Evening Peak,Motorcycle,3.8,44.5
ORD_003735,9.7,10,2,Windy,Medium,Afternoon,Motorcycle,1.2,39.9
ORD_003736,2.73,20,4,Clear,Medium,Morning,Scooter,3.8,30.2
ORD_003737,12.79,15,3,Clear,Low,Late Night,Motorcycle,0.7,46.4
ORD_003738,5.58,20,4,Foggy,Low,Evening Peak,Motorcycle,5.6,35.5
ORD_003739,3.42,15,1,Clear,Medium,Evening Peak,Motorcycle,5.2,23.2
ORD_003740,7.99,15,1,Clear,Medium,Afternoon,Motorcycle,1.6,34.5
ORD_003741,6.19,20,3,Clear,Low,Afternoon,Motorcycle,3.8,35.5
ORD_003742,1.8,30,2,Clear,Medium,Evening Peak,Scooter,3.8,36.2
ORD_003743,4.08,15,5,Windy,Low,Evening Peak,Scooter,4.9,28.4
ORD_003744,2.8,30,3,Rainy,High,Afternoon,Scooter,4.7,47.9
ORD_003745,2.95,10,3,Clear,High,Afternoon,Scooter,6.0,23.5
ORD_003746,2.89,20,1,Foggy,Medium,Morning,Scooter,2.4,35.7
ORD_003747,6.84,30,3,Windy,Medium,Evening Peak,Motorcycle,1.2,53.6
ORD_003748,8.33,10,2,Clear,Jam,Afternoon,Electric Bike,3.7,65.9
ORD_003749,3.25,15,1,Clear,Jam,Afternoon,Motorcycle,4.7,26.5
ORD_003750,1.56,15,3,Rainy,High,Morning,Electric Bike,2.1,27.6
ORD_003751,1.22,15,1,Clear,Medium,Afternoon,Scooter,1.8,19.0
ORD_003752,14.49,25,2,Clear,Low,Evening Peak,Motorcycle,4.9,54.0
ORD_003753,5.62,20,1,Clear,Medium,Evening Peak,Electric Bike,4.6,38.3
ORD_003754,8.02,30,1,Clear,High,Afternoon,Motorcycle,1.6,54.8
ORD_003755,4.58,15,2,Clear,Medium,Afternoon,Scooter,5.3,28.8
ORD_003756,1.41,20,2,Clear,High,Evening Peak,Electric Bike,1.2,26.3
ORD_003757,6.47,15,2,Clear,Low,Morning,Motorcycle,1.1,31.2
ORD_003758,12.04,30,6,Clear,Low,Afternoon,Scooter,2.4,63.8
ORD_003759,3.53,10,1,Clear,High,Morning,Scooter,5.4,21.3
ORD_003760,1.33,35,2,Clear,Medium,Afternoon,Scooter,4.3,38.4
ORD_003761,2.52,15,2,Foggy,Medium,Afternoon,Motorcycle,2.7,26.1
ORD_003762,8.24,20,2,Clear,Medium,Morning,Motorcycle,1.4,43.8
ORD_003763,6.16,15,3,Clear,High,Evening Peak,Motorcycle,4.4,37.0
ORD_003764,9.72,25,4,Rainy,High,Afternoon,Motorcycle,3.8,63.7
ORD_003765,5.16,20,2,Clear,Low,Afternoon,Motorcycle,5.9,29.8
ORD_003766,7.48,20,2,Foggy,Medium,Afternoon,Motorcycle,4.7,41.0
ORD_003767,4.01,20,2,Windy,High,Afternoon,Motorcycle,1.1,33.5
ORD_003768,2.64,15,3,Clear,Jam,Evening Peak,Motorcycle,4.5,22.7
ORD_003769,7.49,10,1,Rainy,Jam,Afternoon,Motorcycle,1.9,46.2
ORD_003770,8.32,25,2,Clear,Low,Evening Peak,Scooter,5.8,41.3
ORD_003771,3.58,15,2,Foggy,Low,Evening Peak,Electric Bike,0.6,25.3
ORD_003772,11.43,25,3,Clear,Medium,Afternoon,Motorcycle,1.8,58.0
ORD_003773,11.61,20,2,Clear,Medium,Evening Peak,Scooter,3.2,52.5
ORD_003774,2.9,15,2,Heavy Storm,Low,Evening Peak,Scooter,0.9,37.6
ORD_003775,2.97,20,1,Windy,High,Evening Peak,Motorcycle,2.4,32.5
ORD_003776,3.06,20,1,Clear,Low,Morning,Scooter,3.2,27.0
ORD_003777,4.77,20,3,Clear,Medium,Evening Peak,Scooter,3.0,32.7
ORD_003778,4.12,25,2,Windy,High,Afternoon,Electric Bike,3.0,45.6
ORD_003779,2.32,15,3,Clear,High,Morning,Electric Bike,5.3,28.2
ORD_003780,3.11,30,5,Rainy,Medium,Evening Peak,Scooter,3.3,47.8
ORD_003781,1.42,15,3,Rainy,Jam,Afternoon,Electric Bike,5.7,28.6
ORD_003782,1.54,25,5,Clear,Low,Afternoon,Motorcycle,1.3,29.9
ORD_003783,2.07,15,1,Foggy,High,Evening Peak,Motorcycle,2.0,25.8
ORD_003784,14.04,10,2,Rainy,Low,Morning,Motorcycle,4.1,47.9
ORD_003785,13.08,20,2,Clear,Low,Morning,Scooter,2.1,50.7
ORD_003786,7.73,15,1,Clear,Medium,Evening Peak,Motorcycle,2.4,34.8
ORD_003787,3.6,35,2,Clear,Low,Afternoon,Scooter,5.5,45.7
ORD_003788,2.05,10,4,Clear,Medium,Afternoon,Scooter,3.5,16.7
ORD_003789,5.1,10,3,Heavy Storm,Low,Evening Peak,Electric Bike,2.3,37.3
ORD_003790,6.57,10,3,Clear,Medium,Evening Peak,Motorcycle,4.8,27.3
ORD_003791,3.28,15,2,Clear,Medium,Afternoon,Scooter,0.9,24.0
ORD_003792,6.37,20,2,Clear,Low,Morning,Motorcycle,3.6,34.2
ORD_003793,2.51,20,2,Clear,High,Evening Peak,Motorcycle,1.0,31.9
ORD_003794,3.64,15,2,Clear,Medium,Morning,Electric Bike,1.5,23.1
ORD_003795,4.42,10,8,Foggy,Medium,Evening Peak,Motorcycle,0.8,29.8
ORD_003796,13.31,15,3,Windy,Medium,Afternoon,Motorcycle,5.5,50.1
ORD_003797,3.08,15,1,Clear,Low,Morning,Electric Bike,0.8,23.7
ORD_003798,6.55,20,8,Foggy,Medium,Evening Peak,Motorcycle,3.3,47.9
ORD_003799,2.82,25,1,Rainy,High,Afternoon,Scooter,1.7,42.7
ORD_003800,2.6,25,3,Clear,Jam,Afternoon,Scooter,2.6,36.9
ORD_003801,3.27,30,2,Clear,High,Evening Peak,Motorcycle,3.2,36.6
ORD_003802,5.2,25,2,Clear,Low,Afternoon,Scooter,3.0,36.7
ORD_003803,12.28,15,3,Clear,Low,Afternoon,Scooter,4.6,47.7
ORD_003804,3.56,15,2,Windy,Low,Evening Peak,Scooter,5.5,21.1
ORD_003805,8.35,30,1,Foggy,Low,Morning,Motorcycle,2.2,51.4
ORD_003806,13.68,20,3,Clear,Medium,Afternoon,Motorcycle,0.6,59.4
ORD_003807,5.93,15,1,Clear,Low,Afternoon,Electric Bike,5.4,30.3
ORD_003808,9.22,20,2,Clear,Medium,Afternoon,Motorcycle,5.9,40.4
ORD_003809,3.17,35,1,Clear,Low,Afternoon,Scooter,2.9,40.5
ORD_003810,6.45,25,3,Rainy,High,Late Night,Scooter,3.0,60.7
ORD_003811,7.41,15,4,Foggy,High,Evening Peak,Motorcycle,1.3,39.8
ORD_003812,2.25,30,2,Clear,Jam,Morning,Motorcycle,3.1,34.9
ORD_003813,2.99,35,2,Clear,Jam,Evening Peak,Scooter,2.2,51.8
ORD_003814,4.31,15,1,Rainy,High,Morning,Scooter,6.0,36.5
ORD_003815,3.32,25,1,Clear,Low,Late Night,Motorcycle,1.5,32.7
ORD_003816,4.6,25,2,Foggy,Low,Afternoon,Motorcycle,2.6,37.2
ORD_003817,2.08,10,4,Clear,Medium,Late Night,Scooter,3.9,18.0
ORD_003818,12.92,20,3,Clear,Medium,Evening Peak,Scooter,2.4,56.7
ORD_003819,8.84,15,1,Windy,Medium,Evening Peak,Scooter,3.1,43.9
ORD_003820,22.0,20,3,Clear,High,Morning,Motorcycle,5.9,91.8
ORD_003821,2.41,30,1,Clear,Low,Late Night,Motorcycle,3.3,34.6
ORD_003822,6.6,15,2,Clear,Medium,Morning,Scooter,5.5,37.1
ORD_003823,3.34,15,5,Clear,Low,Late Night,Motorcycle,0.7,23.2
ORD_003824,2.59,30,3,Foggy,High,Afternoon,Motorcycle,1.2,45.7
ORD_003825,8.56,35,3,Clear,Low,Evening Peak,Electric Bike,5.7,59.8
ORD_003826,5.3,10,3,Windy,Medium,Evening Peak,Motorcycle,1.2,31.2
ORD_003827,4.14,30,1,Clear,Medium,Evening Peak,Motorcycle,4.6,39.2
ORD_003828,6.04,10,1,Foggy,Medium,Afternoon,Scooter,3.0,29.6
ORD_003829,3.06,15,2,Clear,Low,Afternoon,Electric Bike,2.7,24.0
ORD_003830,3.0,25,1,Clear,Jam,Afternoon,Electric Bike,4.1,37.4
ORD_003831,3.41,25,1,Clear,Medium,Evening Peak,Scooter,4.5,32.8
ORD_003832,9.54,20,2,Clear,Medium,Late Night,Scooter,5.6,50.0
ORD_003833,9.1,10,2,Clear,Low,Evening Peak,Electric Bike,1.9,37.8
ORD_003834,2.34,10,1,Clear,High,Evening Peak,Scooter,4.3,14.8
ORD_003835,12.6,30,6,Heavy Storm,Low,Evening Peak,Motorcycle,2.4,74.4
ORD_003836,5.04,10,3,Windy,Low,Evening Peak,Scooter,4.4,23.3
ORD_003837,6.53,10,3,Clear,Medium,Evening Peak,Motorcycle,1.3,27.7
ORD_003838,3.35,25,4,Clear,Jam,Afternoon,Motorcycle,3.0,41.4
ORD_003839,5.2,20,3,Rainy,Low,Afternoon,Motorcycle,1.5,41.1
ORD_003840,2.58,15,2,Rainy,Low,Afternoon,Scooter,2.4,30.4
ORD_003841,3.21,15,2,Heavy Storm,High,Evening Peak,Electric Bike,4.4,44.2
ORD_003842,8.16,25,1,Rainy,High,Morning,Electric Bike,1.8,65.4
ORD_003843,8.27,35,2,Clear,High,Evening Peak,Scooter,4.3,67.4
ORD_003844,6.71,10,3,Clear,Medium,Afternoon,Motorcycle,3.2,31.5
ORD_003845,3.99,20,2,Windy,Medium,Evening Peak,Motorcycle,1.0,31.3
ORD_003846,2.32,15,1,Foggy,Medium,Morning,Motorcycle,2.6,25.5
ORD_003847,10.2,25,4,Clear,Medium,Afternoon,Scooter,5.3,52.6
ORD_003848,8.62,15,3,Clear,Jam,Morning,Motorcycle,5.9,50.5
ORD_003849,1.66,20,3,Heavy Storm,Medium,Morning,Scooter,2.5,38.9
ORD_003850,8.35,20,6,Rainy,Low,Evening Peak,Scooter,0.8,50.6
ORD_003851,4.14,20,5,Clear,Medium,Afternoon,Motorcycle,1.2,34.0
